"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CGN",1.87722444572631e-224,1.49860730300276,0.43,0.032,7.17550272134424e-220
"SUN1",2.13031254874857e-224,1.15608127150183,0.498,0.061,8.14290668633652e-220
"USP34",2.54522896941077e-224,0.862021737760995,0.505,0.064,9.72888321267571e-220
"NUTM2B-AS1",5.12331601083757e-224,1.05778484204709,0.451,0.04,1.95833631198255e-219
"ITGA6",6.34236837882861e-224,0.884458824856602,0.636,0.133,2.42430688912345e-219
"ZBTB43",6.83206830576477e-224,1.61408852106065,0.426,0.031,2.61148978919552e-219
"SLC35A3",1.36228455308936e-223,1.01491120680673,0.484,0.055,5.20719647572878e-219
"ZFHX3",1.51775221788284e-223,1.15142423534709,0.464,0.046,5.80145607763536e-219
"DSG2",1.52123166253046e-223,0.88611623951942,0.603,0.115,5.81475590685643e-219
"DEDD2",1.78459829217716e-223,0.63473556040284,0.483,0.053,6.82144851201799e-219
"SLC44A4",2.08019289786532e-223,0.858514543578567,0.552,0.088,7.9513293328004e-219
"GOLGA2",2.25175634972329e-223,0.725164227641571,0.513,0.068,8.60711347118229e-219
"DUSP6",3.69515136832942e-223,1.0487538505623,0.506,0.066,1.41243465903024e-218
"CSNK1E",4.09025625309497e-223,0.680189485979602,0.484,0.055,1.56345955018302e-218
"XBP1",1.05649941578444e-222,0.788107720422833,0.672,0.149,4.03836336689443e-218
"CNOT4",1.0816963283905e-222,1.08822184910006,0.447,0.039,4.13467604563983e-218
"EPHA2",1.30622341690657e-222,1.16621696583371,0.451,0.041,4.99290838878368e-218
"FOXP1",1.34545615710408e-222,0.871305102464434,0.557,0.09,5.14287161491462e-218
"QSOX1",1.49707887160974e-222,1.17809000133313,0.493,0.061,5.72243427884106e-218
"EP300",1.71075994571647e-222,1.02885336165867,0.452,0.042,6.53920881650665e-218
"APP",1.89926966591684e-222,0.854546916458699,0.646,0.139,7.25976837100052e-218
"CLSTN1",2.39172203716522e-222,1.01519144118054,0.474,0.051,9.14211831486032e-218
"DHX36",2.93893540128585e-222,0.845547179311325,0.574,0.097,1.1233786677875e-217
"SOWAHC",3.27321088404103e-222,0.906742966616544,0.449,0.04,1.25115212831584e-217
"DDR1",3.57436959154302e-222,0.719305031416818,0.494,0.06,1.3662670326714e-217
"SUCO",4.08945871032433e-222,1.35865519333534,0.419,0.028,1.56315469743437e-217
"GCC2",4.10736577923749e-222,0.790711418346173,0.695,0.163,1.56999949545574e-217
"UGCG",4.21595561801519e-222,1.39294004034185,0.416,0.027,1.61150687543013e-217
"ITGA2",4.4244899169759e-222,1.16427215942153,0.469,0.05,1.69121702586487e-217
"GLG1",4.53565337121717e-222,0.656981140162089,0.512,0.068,1.73370814461405e-217
"SCAF11",6.92071803400417e-222,0.770573731521128,0.669,0.147,2.64537526131775e-217
"YPEL5",1.18967112482194e-221,0.960135194395794,0.529,0.076,4.54739890751938e-217
"GPBP1L1",1.24740352490286e-221,0.857728298453078,0.515,0.069,4.7680752335887e-217
"SETX",1.36820811895116e-221,0.840825079462895,0.502,0.064,5.22983871387891e-217
"NET1",1.42529034528623e-221,0.70133973867894,0.566,0.093,5.4480298158221e-217
"ZNF148",1.79373484009338e-221,0.672813579229636,0.465,0.047,6.85637205277294e-217
"RNF19A",1.87802796623521e-221,0.95394508487854,0.519,0.072,7.17857409813746e-217
"EFCAB14",1.8881785372382e-221,0.675330925645405,0.524,0.073,7.21737364073929e-217
"SLC3A2",1.91924846572177e-221,0.84393648831706,0.629,0.127,7.33613533537491e-217
"USP8",2.68756409807687e-221,1.00741591623785,0.483,0.056,1.0272945008489e-216
"MED13L",8.79482722459344e-221,1.43000497232235,0.428,0.033,3.36173475832859e-216
"DUSP8",1.42354717252367e-220,1.26736769612732,0.428,0.033,5.44136671225449e-216
"RHPN2",3.35969703754296e-220,1.07437837071644,0.426,0.032,1.28421059563042e-215
"DNAJA4",3.5442800137374e-220,1.27097032939739,0.427,0.032,1.35476559245098e-215
"CERS6",3.64826121228951e-220,0.964922895828757,0.487,0.059,1.39451136578554e-215
"SLTM",4.6974243964854e-220,0.622342237193492,0.577,0.098,1.79554350131258e-215
"DGAT1",5.22141303289489e-220,1.00809858909095,0.565,0.096,1.99583291769374e-215
"ARIH1",6.68457355099076e-220,1.24913729284731,0.445,0.04,2.55511139413071e-215
"OGA",7.13804811326695e-220,0.993269071152811,0.503,0.065,2.72844751081516e-215
"DDX6",8.63559322114182e-220,0.476199762929979,0.552,0.086,3.30086915284925e-215
"SPINT1",9.22107231879294e-220,0.858957018120962,0.617,0.123,3.52466268313541e-215
"XPO1",1.11681958946287e-219,0.768674307357195,0.53,0.078,4.26893119876287e-215
"CFLAR",1.17349285630224e-219,0.769749022220016,0.578,0.1,4.48555909392967e-215
"ARL5B",1.25442050707577e-219,1.38566448500256,0.424,0.032,4.79489694624642e-215
"TRAF4",1.35604714792382e-219,0.719540995648791,0.514,0.07,5.183354618224e-215
"ABI1",1.68147490095213e-219,1.07406979320247,0.451,0.043,6.42726966139942e-215
"ZNF326",1.69627327295333e-219,0.74313615736473,0.501,0.064,6.4838349585368e-215
"RAB21",3.83094214684493e-219,0.557432005181279,0.506,0.066,1.46433932621001e-214
"RBM39",4.16945219161875e-219,1.05305746965496,0.793,0.243,1.59373140572435e-214
"CALU",4.19126747851603e-219,0.667640276477811,0.486,0.058,1.60207008098797e-214
"PRRC2B",4.98552511793136e-219,0.664217488275713,0.51,0.068,1.90566712107808e-214
"PNN",6.27835242217968e-219,0.766202413085137,0.64,0.134,2.39983742985396e-214
"ACSL3",7.18890592145035e-219,1.03183606872598,0.469,0.052,2.74788739941518e-214
"RBM6",7.56747903504376e-219,0.989022128299937,0.501,0.066,2.89259318635512e-214
"SRGAP1",8.11263597820773e-219,2.08262495562448,0.4,0.023,3.10097397631012e-214
"USP9X",8.52748258464678e-219,0.799733957036892,0.472,0.052,3.25954494315538e-214
"KPNA4",8.94541151845783e-219,0.491946527736173,0.524,0.074,3.41929409881532e-214
"GADD45A",9.63940791389662e-219,0.915797423927531,0.518,0.072,3.68456728100785e-214
"HIST1H2AC",9.9144435506752e-219,1.56180905232635,0.447,0.042,3.78969690281009e-214
"YIPF6",1.51471066792891e-218,1.20350176606042,0.43,0.036,5.78983005709148e-214
"FAM102A",1.72823326508698e-218,1.20578666117587,0.451,0.044,6.60599883246845e-214
"AKIRIN1",1.81653826890824e-218,0.827433424978342,0.493,0.061,6.94353587907485e-214
"UBQLN1",1.95510290036743e-218,0.685081831849548,0.49,0.059,7.47318532636447e-214
"IST1",1.97548241147474e-218,0.715052505874273,0.515,0.072,7.55108396962103e-214
"YIPF4",2.00686198480659e-218,0.792387127065495,0.474,0.054,7.67102925072471e-214
"NFE2L2",2.4267726732956e-218,0.597356438124242,0.605,0.113,9.27609586640512e-214
"HNRNPUL1",2.8235998132072e-218,0.614757449677752,0.566,0.096,1.07929279260032e-213
"CITED2",3.27284826025853e-218,1.72918680652621,0.421,0.032,1.25101351900122e-213
"RNF213",3.29458611709056e-218,0.857155255227123,0.614,0.122,1.2593225973967e-213
"REST",4.48595247247208e-218,0.946543131970683,0.458,0.046,1.71471047307773e-213
"TUT7",4.67824671171678e-218,0.947041049889712,0.462,0.049,1.78821302308662e-213
"KIF16B",5.2177967784611e-218,1.01892659581529,0.452,0.044,1.99445064059897e-213
"DSP",6.22370833769003e-218,1.09531124828581,0.718,0.194,2.37895027499864e-213
"SLC25A36",6.63085196616005e-218,1.00810398984469,0.47,0.053,2.53457685554502e-213
"TOX3",6.85944717482081e-218,1.12262802496414,0.435,0.037,2.62195508810351e-213
"LAMB3",7.75712363543026e-218,1.2422608543126,0.502,0.068,2.96508293840686e-213
"PURB",8.41389193263621e-218,1.03205667945427,0.495,0.063,3.21612605233086e-213
"SECISBP2",1.00220651871859e-217,0.685071079888056,0.516,0.072,3.83083419714995e-213
"CUL3",1.51867365746264e-217,0.605694277850556,0.513,0.069,5.80497818828519e-213
"FRYL",1.53417914823539e-217,1.07735440949207,0.478,0.056,5.86424637621495e-213
"AC245297.3",1.73361963613634e-217,1.49658869374055,0.418,0.031,6.62658769716756e-213
"ZNF644",2.26325893892123e-217,0.820858038579099,0.473,0.053,8.65108096813251e-213
"TAPBP",2.3217036387779e-217,0.676233838885917,0.625,0.126,8.87447998886463e-213
"HSPH1",2.37225514733946e-217,1.12361122818154,0.79,0.247,9.06770807519034e-213
"PTPRA",2.6085459456015e-217,0.821509141872023,0.484,0.058,9.97090602246716e-213
"IWS1",3.23246097058323e-217,0.557982010975492,0.501,0.065,1.23557588139573e-212
"RASEF",4.09127843777528e-217,0.690353938117744,0.512,0.071,1.56385027005522e-212
"SLK",4.72276821357248e-217,0.824029212032808,0.519,0.074,1.80523092195595e-212
"ZBTB10",5.89896067821264e-217,1.39819538668192,0.437,0.039,2.25481872964e-212
"BCL10",5.92577647010211e-217,0.73385532670247,0.526,0.077,2.26506879793183e-212
"SCAMP4",6.66923668006418e-217,0.919282163129005,0.433,0.037,2.54924902858773e-212
"ACAP2",6.87520664085258e-217,0.873736909336322,0.472,0.053,2.62797898639949e-212
"ZNF91",9.00715823846667e-217,1.00224770900707,0.489,0.061,3.4428961650715e-212
"FNIP1",1.09336045721425e-216,1.22014099804181,0.429,0.036,4.17926101165573e-212
"RREB1",1.25399257444451e-216,1.06105908752647,0.432,0.036,4.79326121655668e-212
"ARHGAP32",1.34547509758979e-216,0.694652304789828,0.479,0.056,5.14294401302723e-212
"BAIAP2L1",3.32446219905333e-216,0.607233662867746,0.505,0.068,1.27074243096615e-211
"CLDN4",3.80129939628028e-216,1.24649149499151,0.858,0.411,1.45300868123417e-211
"SAFB2",4.13826875772818e-216,0.845464344391161,0.476,0.056,1.58181184995402e-211
"TMEM41B",5.21659298834985e-216,1.53361814284142,0.408,0.028,1.99399050386685e-211
"INO80D",5.42670227276561e-216,1.12564785590115,0.439,0.04,2.07430267674193e-211
"TPR",6.33069069388067e-216,0.627890339795909,0.613,0.12,2.41984321082895e-211
"BAZ1A",7.44027847016396e-216,0.734025809591308,0.517,0.074,2.84397204243547e-211
"IVNS1ABP",1.09472269766357e-215,0.605565716449176,0.539,0.084,4.18446803954924e-211
"COQ10B",1.20387805038235e-215,0.780212151733666,0.442,0.041,4.60170345978149e-211
"SREK1",1.42776159528437e-215,0.738904423170213,0.501,0.067,5.45747592181499e-211
"RANBP2",1.68776629294415e-215,0.695440771140153,0.52,0.076,6.45131787814971e-211
"PLEKHB2",3.27255055912085e-215,0.722457508898358,0.541,0.084,1.25089972571835e-210
"SDC1",3.42831285593859e-215,0.729272803893666,0.467,0.052,1.31043830605397e-210
"TAOK3",3.63452136019668e-215,0.85422897619405,0.511,0.072,1.38925944472158e-210
"PPIG",4.15244948196464e-215,0.630740554704166,0.622,0.127,1.58723228998616e-210
"CCDC47",4.57565687553783e-215,0.707933593914279,0.497,0.066,1.74899908410558e-210
"KTN1",4.70721152667966e-215,0.81744418853833,0.689,0.169,1.79928453395803e-210
"RIF1",5.69545157323159e-215,0.716985882467272,0.529,0.08,2.17702940935204e-210
"HELZ2",7.69454006117039e-215,1.40164244866482,0.417,0.032,2.94116099298177e-210
"LEPROT",9.20124917897824e-215,1.09026286491975,0.427,0.036,3.51708548617264e-210
"TGOLN2",1.04398254406545e-214,0.526916867872546,0.625,0.127,3.99051887643576e-210
"PCSK7",1.29014549313779e-214,0.915319217079178,0.499,0.068,4.93145213296988e-210
"BRWD1",1.56331069000084e-214,0.927277653739321,0.463,0.051,5.97559878145922e-210
"RRBP1",1.70610371108078e-214,1.1700041656514,0.791,0.274,6.52141082523518e-210
"PHF3",1.83370632974021e-214,0.652805943141137,0.525,0.077,7.00915907479899e-210
"MKRN1",1.98868415863256e-214,0.396346918154545,0.523,0.078,7.60154632795711e-210
"ANKRD10",2.39848683794259e-214,0.550212958092662,0.526,0.079,9.16797608935174e-210
"UBA6",2.39957962032167e-214,0.722125021861878,0.455,0.047,9.17215314071755e-210
"DDIT3",2.52429095625296e-214,0.97172772592394,0.54,0.085,9.6488497511813e-210
"PRPF4B",3.4344293536074e-214,0.59607894105964,0.677,0.152,1.31277627612289e-209
"SLC16A3",6.14638910880925e-214,0.8164448773771,0.495,0.065,2.34939577295125e-209
"SLC44A1",7.3451210279038e-214,0.875944682156917,0.518,0.077,2.80759906170595e-209
"VEZT",8.17530558026938e-214,1.57461411271986,0.411,0.03,3.12492880500217e-209
"IGF2R",8.25017149599364e-214,0.872781539882374,0.434,0.04,3.15354555262861e-209
"NUDT4",9.27214858428024e-214,0.622259073381789,0.592,0.11,3.54418607485528e-209
"YTHDF2",1.19597164614244e-213,0.564916563627546,0.514,0.074,4.57148202021485e-209
"CMTM6",1.32172550220274e-213,0.851806631599909,0.468,0.055,5.05216355961977e-209
"ATP1B1",1.45217143158137e-213,0.805846811906243,0.702,0.179,5.55078008007665e-209
"LRP1",1.45403552046562e-213,1.46489263359628,0.398,0.025,5.55790537342778e-209
"EMC10",1.56086073741607e-213,0.701071650984116,0.519,0.077,5.96623408269919e-209
"ZNF217",2.3118386546482e-213,0.639739368226878,0.494,0.065,8.83677207352727e-209
"DDX24",2.35166935045536e-213,0.565442331012672,0.646,0.139,8.98902092518056e-209
"RNMT",3.43910220919621e-213,0.522381559749535,0.508,0.071,1.31456242844316e-208
"TMC6",3.84194928739227e-213,0.66794767630876,0.466,0.053,1.46854669561282e-208
"RBM33",5.39631831023865e-213,1.00882403429695,0.474,0.057,2.06268871090562e-208
"TAOK1",5.55214039054419e-213,0.864889269402993,0.444,0.043,2.12225014288161e-208
"ITPR3",5.67172729287416e-213,0.893325442164076,0.468,0.054,2.16796104042822e-208
"C16orf72",6.6730141149323e-213,1.16647675691152,0.415,0.031,2.55069291529172e-208
"CUX1",7.52819871338472e-213,0.712982793883966,0.564,0.099,2.87757867620417e-208
"ADAR",8.09117649794976e-213,0.546065523458986,0.524,0.078,3.09277130457632e-208
"TRIM44",9.19916904264139e-213,0.835383988119606,0.528,0.081,3.51629037485925e-208
"CKAP4",1.0789056939652e-212,0.807995044233494,0.448,0.046,4.12400912461258e-208
"FAT1",1.12088444880335e-212,0.961939812485087,0.487,0.064,4.28446871710593e-208
"DLG1",1.34595648176753e-212,0.780411813358963,0.457,0.049,5.14478405590820e-208
"RALGDS",1.45112905391999e-212,1.10355769817463,0.441,0.043,5.54679569570376e-208
"PPP1R2",1.45878873101096e-212,0.556638357784174,0.529,0.081,5.57607404541629e-208
"B4GALT5",1.60495597779349e-212,1.37474839261878,0.401,0.027,6.13478372951782e-208
"MDM4",1.88566669320679e-212,1.06010167940754,0.438,0.042,7.20777236811364e-208
"TNFRSF21",2.97970841113871e-212,1.1762059868632,0.412,0.031,1.13896374307366e-207
"CD164",3.66167397233239e-212,0.649766259311623,0.677,0.16,1.39963825918433e-207
"SRSF11",4.74882620485372e-212,0.65396512326288,0.649,0.142,1.81519132854328e-207
"SIRT7",6.75033073640897e-212,0.82156909437706,0.475,0.059,2.58024642068497e-207
"PPP4R2",8.28636449749539e-212,0.590934583803824,0.499,0.068,3.16737996552264e-207
"PCF11",9.45341267586998e-212,1.14503208378047,0.443,0.044,3.61347246122454e-207
"LBR",1.12571052536569e-211,0.836392953142255,0.493,0.067,4.3029159121578e-207
"PPP4R3A",1.68482227656317e-211,1.03599932551565,0.461,0.053,6.44006466993505e-207
"CHMP1B",1.90513305259975e-211,0.777913031786052,0.472,0.057,7.28218058025728e-207
"NAMPT",2.10141045206234e-211,0.536136310214193,0.603,0.116,8.0324313119631e-207
"PPP1CA",2.11346120718119e-211,0.970773031247017,0.638,0.143,8.07849411832937e-207
"MBNL1",2.11658917961411e-211,0.622066157663899,0.568,0.1,8.09045048015699e-207
"UGP2",2.25148104306645e-211,0.742599560607596,0.541,0.087,8.60606113901721e-207
"ACSS2",2.7523872918215e-211,0.946955840224305,0.457,0.05,1.05207251842585e-206
"ADGRE5",3.00637057482753e-211,0.534883537214824,0.546,0.09,1.14915508852208e-206
"B3GNT5",3.34926833583491e-211,1.67042717717327,0.391,0.023,1.28022432868954e-206
"FAM13A",3.75207881615663e-211,1.59925898238984,0.405,0.029,1.43419460668771e-206
"CREBZF",3.98696527748608e-211,1.07086810574546,0.451,0.048,1.52397760766628e-206
"TMPRSS2",4.66444868172372e-211,0.650870305599094,0.526,0.082,1.78293886410207e-206
"TXNIP",5.07274745469474e-211,1.18612895924876,0.685,0.176,1.93900698708252e-206
"CCNL2",5.41538534004111e-211,0.751485085537022,0.538,0.087,2.06997689237732e-206
"SFT2D2",6.28804665547024e-211,1.00291563478076,0.411,0.031,2.40354295358695e-206
"TINAGL1",6.52651810088854e-211,0.601480169857036,0.528,0.082,2.49469627888364e-206
"ERP44",1.02719153538577e-210,0.472708165553053,0.498,0.068,3.92633692485858e-206
"SORL1",1.18059410076204e-210,1.16655392779254,0.443,0.045,4.51270289075283e-206
"BICDL2",1.2286113927367e-210,0.885484288416674,0.47,0.057,4.69624418759676e-206
"RNF13",2.22545775490195e-210,1.03727009507896,0.409,0.031,8.50658972233721e-206
"STT3B",2.25203595019971e-210,0.902279510764709,0.445,0.046,8.60818221604337e-206
"B4GALT1",2.60243235547213e-210,0.610779138492998,0.465,0.054,9.94753743555666e-206
"TENT5A",2.68839771590091e-210,1.83344360945683,0.423,0.038,1.02761314292596e-205
"DERL1",2.79992974433556e-210,0.777494445298052,0.474,0.059,1.07024514547482e-205
"EIF4G3",2.91010274528326e-210,0.527999030225012,0.495,0.067,1.11235767335707e-205
"UBR5",3.07894366028086e-210,0.673661553769176,0.481,0.061,1.17689542470576e-205
"EIF3A",3.97287724486455e-210,0.778654586972964,0.701,0.178,1.51859259807703e-205
"HECTD1",4.39600901473293e-210,0.843573540052825,0.469,0.056,1.68033048579151e-205
"YWHAG",4.89223526420402e-210,0.490239790552837,0.537,0.086,1.87000800738935e-205
"SRSF6",5.03478617031494e-210,0.478896693729651,0.549,0.092,1.92449666574118e-205
"COPA",5.63089001286376e-210,0.423915456292522,0.537,0.086,2.15235139851704e-205
"CDK9",5.67953995542846e-210,3.90733216390162,0.344,0.006,2.17094735256298e-205
"ARHGAP27",5.81345719996268e-210,1.19524745367352,0.437,0.043,2.22213588011373e-205
"TRAM1",6.35532195209817e-210,0.736887485380787,0.541,0.089,2.42925826297e-205
"KHDC4",7.11701896848492e-210,1.54744640295656,0.417,0.035,2.72040933051368e-205
"NFE2L3",7.8676928118347e-210,1.20104011476023,0.422,0.037,3.0073469003957e-205
"RBM26",8.53103684593547e-210,0.529185474126064,0.493,0.066,3.26090352399037e-205
"FURIN",8.78299746230386e-210,2.59023709511588,0.374,0.018,3.35721294999103e-205
"GON4L",1.08973408171561e-209,0.973241650500205,0.45,0.049,4.16539955394974e-205
"ROCK2",1.10178991213599e-209,0.610353397086686,0.579,0.108,4.2114817601486e-205
"COX19",1.14602519473344e-209,0.674555212230482,0.499,0.069,4.38056670434912e-205
"NCKAP1",1.4852944535909e-209,0.309196166619028,0.502,0.07,5.67738951940587e-205
"OCLN",1.52932045260881e-209,1.22880982379297,0.4,0.027,5.84567449805192e-205
"CLIP1",1.54778939390752e-209,0.84148177238947,0.455,0.05,5.91627017927209e-205
"YY1",1.55855955358882e-209,0.479390136550819,0.622,0.128,5.9574380376379e-205
"CDCP1",1.58950998178501e-209,0.838895320187422,0.436,0.042,6.07574295437503e-205
"PRKAR1A",2.18369841071277e-209,0.451314354648307,0.482,0.061,8.34696880510849e-205
"C1GALT1",2.27273016951516e-209,1.01465379340081,0.423,0.037,8.68728379995474e-205
"PATJ",2.47914482966468e-209,0.719964087873642,0.473,0.058,9.47628319691028e-205
"PURA",3.23200356501779e-209,0.75915753797246,0.453,0.049,1.2354010426924e-204
"BBX",3.52372135955404e-209,0.768856674974861,0.477,0.06,1.34690725247594e-204
"DNAJC3",3.58784860016916e-209,0.298918027665739,0.476,0.059,1.37141924892866e-204
"PTTG1IP",4.62877583741907e-209,0.683026852000196,0.596,0.116,1.76930327609506e-204
"SUPT6H",5.73033801003499e-209,1.16967783592302,0.426,0.039,2.19036440095577e-204
"DSC2",7.04539413548663e-209,0.973672870145397,0.458,0.053,2.69303145434841e-204
"TUBB2A",7.42947198786698e-209,1.23194788398706,0.452,0.05,2.83984137264227e-204
"PTBP3",9.46634728149065e-209,0.603120862585486,0.682,0.16,3.61841658487699e-204
"PPP2R2A",1.05150668648877e-208,0.599141567895608,0.48,0.061,4.01927915843468e-204
"GPCPD1",1.27946938151916e-208,1.19912585061343,0.512,0.081,4.89064376391884e-204
"NF1",1.37648805625749e-208,0.853943872653682,0.446,0.047,5.26148794623861e-204
"CDKN2AIP",1.56542694022413e-208,1.25318649862525,0.42,0.036,5.98368793631272e-204
"POR",1.99487072554339e-208,0.768756655680704,0.478,0.061,7.62519386131705e-204
"LPGAT1",2.17954383284587e-208,0.716903911765139,0.46,0.053,8.33108834667004e-204
"BAG3",2.51452721339683e-208,0.966437330438449,0.476,0.061,9.61152882048805e-204
"USP16",2.541767654812e-208,0.715727250241974,0.49,0.065,9.71565268375337e-204
"BBC3",2.56674166246158e-208,1.26859479444993,0.425,0.039,9.81111333059316e-204
"CYTH2",3.10152152664856e-208,0.874757830983779,0.442,0.046,1.18552558834615e-203
